"komentar","label"
"Rakyat membutuhkan polisi yang bisa dipercaya dan diandalkan.","positif"
"Saya yakin polisi akan terus bekerja untuk menegakkan hukum dengan tegas.","positif"
"Kepercayaan masyarakat adalah tanggung jawab yang harus dijaga oleh kepolisian.","positif"
"Kami percaya hukum akan tegak jika polisi bekerja dengan jujur.","positif"
"Polisi yang transparan akan selalu mendapat dukungan rakyat.","positif"
"Kami berharap polisi terus bekerja dengan penuh dedikasi.","positif"
"Keberanian polisi dalam menegakkan keadilan patut diapresiasi.","positif"
"Saya yakin ada polisi yang bekerja dengan hati untuk rakyat.","positif"
"Kami percaya reformasi kepolisian akan membawa perubahan positif.","positif"
"Polisi adalah simbol perlindungan yang harus dijaga dengan baik.","positif"
"Kami yakin polisi bisa menjadi panutan dalam menegakkan hukum.","positif"
"Polisi yang bertanggung jawab akan selalu dihormati rakyat.","positif"
"Saya percaya kepolisian bisa memperbaiki citranya dengan kerja nyata.","positif"
"Kepastian hukum bisa terwujud jika polisi bekerja dengan kejujuran.","positif"
"Keamanan masyarakat ada di tangan polisi yang bekerja dengan tulus.","positif"
"Saya yakin polisi bisa menjadi pilar keadilan di negeri ini.","positif"
"Polisi yang setia pada sumpahnya akan selalu dihormati rakyat.","positif"
"Kami percaya masih ada polisi yang bekerja tanpa pamrih.","positif"
"Polisi yang profesional adalah harapan bagi sistem hukum yang lebih baik.","positif"
"Saya yakin polisi bisa membawa rasa aman bagi masyarakat.","positif"
"Keadilan akan terwujud jika polisi bekerja dengan transparansi.","positif"
"Kepercayaan masyarakat terhadap polisi harus dijaga dengan baik.","positif"
"Polisi yang bekerja dengan prinsip kejujuran akan selalu mendapat dukungan.","positif"
"Saya percaya kepolisian bisa semakin dekat dengan rakyat.","positif"
"Polisi yang baik adalah mereka yang selalu berpihak pada kebenaran.","positif"
"Kami percaya polisi bisa menjadi bagian dari perubahan positif.","positif"
"Kepolisian yang profesional akan membawa keamanan bagi seluruh rakyat.","positif"
"Kami percaya polisi bisa membangun kembali kepercayaan masyarakat.","positif"
"Polisi yang bekerja dengan hati akan selalu mendapat penghormatan.","positif"
"Kepercayaan rakyat akan semakin kuat jika polisi terus berbenah.","positif"
"Kami yakin kepolisian bisa menjadi simbol keadilan yang sesungguhnya.","positif"
"Polisi yang bertanggung jawab akan selalu mendapat tempat di hati rakyat.","positif"
"Saya yakin kepolisian bisa menjaga keadilan untuk semua.","positif"
"Kami percaya polisi akan selalu berada di pihak yang benar.","positif"
"Hukum akan berjalan baik jika polisi bekerja dengan penuh tanggung jawab.","positif"
"Polisi yang disiplin akan membawa perubahan besar bagi negeri ini.","positif"
"Kami yakin kepolisian akan terus melindungi masyarakat dengan sepenuh hati.","positif"
"Polisi yang bekerja dengan jujur akan selalu mendapat dukungan rakyat.","positif"
"Saya percaya kepolisian mampu memberantas kejahatan dengan tegas.","positif"
"Polisi yang berani menegakkan kebenaran adalah pahlawan bagi rakyat.","positif"
"Kami percaya kepolisian bisa menjaga keamanan dengan lebih baik.","positif"
"Polisi adalah garda terdepan dalam menciptakan ketertiban di masyarakat.","positif"
"Integritas polisi adalah hal yang sangat berharga bagi bangsa ini.","positif"
"Saya yakin kepolisian terus berusaha memperbaiki sistem penegakan hukum.","positif"
"Keamanan akan lebih terjamin jika polisi bekerja dengan penuh dedikasi.","positif"
"Kami percaya polisi bisa menindak kejahatan tanpa pandang bulu.","positif"
"Polisi yang bekerja dengan profesionalisme tinggi akan selalu dihormati.","positif"
"Saya yakin ada polisi yang benar-benar ingin melindungi rakyat.","positif"
"Kepolisian yang kuat akan menciptakan rasa aman di tengah masyarakat.","positif"
"Kami yakin polisi bisa mengembalikan kepercayaan masyarakat dengan kerja nyata.","positif"
"Polisi yang menjalankan tugasnya dengan hati nurani akan dihormati rakyat.","positif"
"Kejujuran polisi adalah kunci utama dalam membangun kepercayaan publik.","positif"
"Saya percaya polisi mampu menciptakan suasana yang aman dan kondusif.","positif"
"Kami berharap polisi tetap berkomitmen untuk memberantas segala bentuk kejahatan.","positif"
"Rakyat butuh polisi yang bisa menjadi panutan dalam menegakkan hukum.","positif"
"Saya percaya kepolisian bisa lebih transparan dalam menangani kasus.","positif"
"Keberanian polisi dalam melawan ketidakadilan adalah hal yang patut diapresiasi.","positif"
"Kami yakin polisi bisa menjalankan tugasnya tanpa intervensi dari pihak manapun.","positif"
"Polisi yang berpegang teguh pada prinsip keadilan akan selalu didukung rakyat.","positif"
"Saya percaya reformasi kepolisian akan membawa dampak positif bagi hukum.","positif"
"Polisi yang humanis akan lebih dekat dengan masyarakat.","positif"
"Kepolisian yang bertindak adil akan selalu mendapatkan kepercayaan publik.","positif"
"Kami yakin polisi bisa bekerja lebih baik untuk masa depan yang lebih aman.","positif"
"Polisi yang bertanggung jawab adalah harapan bagi bangsa ini.","positif"
"Saya percaya kepolisian bisa menangani kasus dengan cepat dan tepat.","positif"
"Kami berharap polisi tetap setia pada tugasnya untuk melindungi rakyat.","positif"
"Rakyat butuh polisi yang selalu menjunjung tinggi nilai keadilan.","positif"
"Polisi yang transparan dalam menjalankan tugasnya akan lebih dipercaya publik.","positif"
"Saya yakin ada banyak polisi yang masih bekerja dengan penuh integritas.","positif"
"Kepolisian yang baik adalah yang selalu berpihak pada kebenaran.","positif"
"Kami percaya polisi bisa menjadi ujung tombak dalam melawan kejahatan.","positif"
"Polisi yang berani menolak korupsi akan selalu mendapat dukungan rakyat.","positif"
"Saya yakin kepolisian akan terus berusaha menjadi lebih baik setiap hari.","positif"
"Kepercayaan rakyat terhadap polisi akan semakin kuat jika mereka bekerja jujur.","positif"
"Kami yakin kepolisian bisa meningkatkan profesionalisme dalam bertugas.","positif"
"Polisi yang dekat dengan rakyat akan lebih mudah menjalankan tugasnya.","positif"
"Saya percaya hukum bisa berjalan dengan baik jika polisi bekerja dengan jujur.","positif"
"Polisi yang tegas tetapi tetap humanis akan selalu dihormati masyarakat.","positif"
"Kami berharap polisi tetap menjaga keadilan tanpa diskriminasi.","positif"
"Polisi yang bekerja tanpa penyalahgunaan wewenang akan selalu didukung rakyat.","positif"
"Saya yakin kepolisian bisa menjadi harapan bagi hukum yang lebih baik.","positif"
"Polisi yang bersih dan transparan akan membawa perubahan positif bagi bangsa.","positif"
"Bangga melihat polisi bekerja keras menjaga keamanan masyarakat!","positif"
"Senang sekali melihat polisi yang jujur dan bertanggung jawab dalam tugasnya.","positif"
"Kepolisian yang bekerja dengan hati nurani benar-benar patut diapresiasi!","positif"
"Bahagia melihat polisi semakin profesional dalam menangani berbagai kasus.","positif"
"Rakyat pasti lebih tenang jika polisi terus bekerja dengan baik seperti ini.","positif"
"Salut untuk polisi yang terus berusaha menciptakan lingkungan yang aman!","positif"
"Keamanan semakin terjamin berkat kerja keras polisi yang berdedikasi.","positif"
"Senang sekali melihat kepolisian semakin transparan dalam bekerja!","positif"
"Polisi yang jujur dan tegas benar-benar membawa harapan bagi masyarakat.","positif"
"Tidak semua polisi buruk, masih banyak yang menjalankan tugas dengan baik.","netral"
"Profesionalisme dalam bertugas akan membuat kepolisian semakin dihormati.","netral"
"Keamanan dan ketertiban butuh kerja sama semua pihak, bukan hanya tugas polisi.","netral"
"Setiap individu di kepolisian punya tanggung jawab untuk menjaga citra institusi.","netral"
"Hati terasa lebih tenang saat melihat polisi hadir di tengah masyarakat.","positif"
"Kerja polisi yang luar biasa membuat lingkungan jadi lebih kondusif.","positif"
"Saya sangat mengapresiasi polisi yang selalu mengutamakan keadilan.","positif"
"Senang melihat polisi membantu rakyat kecil tanpa pandang bulu!","positif"
"Bangga dengan polisi yang selalu mengedepankan integritas dalam bertugas.","positif"
"Kepolisian yang transparan adalah bukti kemajuan penegakan hukum di negeri ini!","positif"
"Bahagia melihat polisi semakin humanis dalam melayani masyarakat.","positif"
"Polisi yang bekerja tanpa korupsi adalah harapan besar bagi bangsa ini!","positif"
"Polisi yang responsif terhadap laporan warga benar-benar luar biasa!","positif"
"Salut untuk polisi yang selalu hadir di saat rakyat membutuhkan bantuan.","positif"
"Hukum bisa berjalan dengan baik jika polisi terus bekerja seperti ini!","positif"
"Senang melihat polisi semakin inovatif dalam menangani masalah keamanan.","positif"
"Kepolisian yang disiplin dan profesional adalah kebanggaan bangsa!","positif"
"Polisi yang terus berbenah diri akan semakin dicintai rakyatnya.","positif"
"Keberanian polisi dalam menindak kejahatan patut diapresiasi!","positif"
"Makin bangga dengan kepolisian yang berani melawan praktik korupsi!","positif"
"Polisi yang peduli pada masyarakat akan selalu mendapatkan kepercayaan penuh.","positif"
"Bangga melihat polisi melayani rakyat dengan sepenuh hati.","positif"
"Polisi yang cepat tanggap dalam bertugas benar-benar menginspirasi!","positif"
"Sungguh menyenangkan melihat kepolisian semakin bersih dan transparan.","positif"
"Polisi yang berintegritas tinggi selalu mendapat tempat di hati masyarakat.","positif"
"Senyum polisi yang ramah membuat masyarakat merasa lebih dekat.","positif"
"Hebat! Polisi semakin sigap dalam menangani berbagai situasi darurat.","positif"
"Kepolisian yang cerdas dan inovatif benar-benar membawa angin segar!","positif"
"Polisi yang adil akan selalu mendapat tempat di hati masyarakat.","positif"
"Bangga melihat polisi mengayomi rakyat dengan penuh ketulusan!","positif"
"Polisi yang bekerja tanpa pamrih adalah pahlawan sejati bangsa!","positif"
"Salut untuk kepolisian yang makin aktif dalam membangun hubungan baik dengan rakyat.","positif"
"Polisi yang bertindak tegas terhadap pelanggar hukum layak mendapat penghargaan!","positif"
"Percuma laporan kalau akhirnya dibiarkan begitu saja!","negatif"
"Mereka harusnya melindungi rakyat, bukan malah bikin takut!","negatif"
"Kepolisian yang makin transparan membuat rakyat lebih percaya.","positif"
"Polisi yang bekerja dengan hati akan selalu dikenang jasanya.","positif"
"Bangga dengan polisi yang sigap dalam memberikan pertolongan.","positif"
"Hebat! Polisi semakin terbuka dalam menerima kritik dan masukan rakyat.","positif"
"Kepolisian yang semakin baik akan membawa dampak besar bagi bangsa ini.","positif"
"Polisi yang bersih dan amanah akan selalu mendapat dukungan penuh dari rakyat.","positif"
"Saya belum pernah berurusan langsung dengan polisi, jadi nggak bisa komentar banyak","netral"
"Ada razia di jalan utama tadi pagi. Untung surat-surat lengkap, jadi aman","netral"
"Lalu lintas pagi tadi macet banget, banyak polisi sih, tapi mungkin volume kendaraan terlalu tinggi","netral"
"Masih banyak oknum polisi yang bermain di lapangan. Tolong lebih tegas terhadap internal","negatif"
"Penanganan kasus masih lambat, terutama untuk masyarakat kecil. Tolong lebih adil","negatif"
"Kadang terasa diskriminatif dalam menangani pelanggaran. Hukum harusnya sama untuk semua","negatif"
"Pungli masih ada di beberapa daerah. Harus ada tindakan nyata, bukan cuma imbauan","negatif"
"Masih ada polisi yang tidak sopan saat razia. Etika penting","negatif"
"Polisi juga kemaren ada yg ga make helm terus ga kena tilang pas razia gilaa","negatif"
"Polisi indonesia hebatt","positif"
"Kemaren liat polisi nolongin orang tabrakan di jalan raya","positif"
"Maju terus POLRI. God Bless You","positif"
"Salut atas kerjasama Polri di masyarakat","positif"
"Patroli malam di daerah kami bikin warga merasa lebih aman. Terima kasih, Pak Polisi","positif"
"Sekarang makin terasa kehadiran polisi di tengah masyarakat. Terus tingkatkan pelayanan","positif"
"Salut untuk Polri yang cepat tanggap menangani kasus penculikan anak kemarin. Semoga makin profesional","positif"
"Terima kasih sudah menjaga ketertiban saat mudik lebaran. Lalu lintas jadi lebih teratur","positif"
"Layanan online pembuatan SIM benar-benar membantu. Tidak perlu antre lama-lama lagi","positif"
"Tadi pagi lihat polisi atur lalu lintas di perempatan, lumayan lancar walau tetap macet","netral"
"Ada mobil polisi lewat tadi siang, kayaknya sedang patroli rutin","netral"
"Lihat unggahan tentang polisi tangkap pelaku pencurian. Semoga pelakunya benar-benar dihukum","netral"
"Saya belum pernah berurusan langsung sama polisi, jadi nggak bisa nilai banyak","netral"
"Bikin SKCK butuh surat pengantar RT/RW, cukup ribet tapi mungkin itu prosedurnya","netral"
"Kemarin ada polisi datang ke sekolah anak saya buat sosialisasi narkoba. Edukasinya jelas","netral"
"Ada tilang elektronik sekarang ya? Belum pernah kena sih, tapi katanya lebih transparan","netral"
"Waktu ban motor saya bocor di jalan tol, polisi patroli bantuin nelpon tukang tambal ban. Ya, cukup membantu sih","netral"
"Polisi di pos dekat rumah saya kelihatan siaga terus, tapi nggak tahu kegiatan spesifiknya apa","netral"
"Kalau ada acara besar, biasanya polisi turun tangan. Ya itu memang tugasnya","netral"
"Temen saya sempat ditilang, katanya ada yang minta uang, tapi saya sendiri belum pernah ngalamin","netral"
"Dapat info dari grup WA tentang pelayanan SIM keliling. Belum coba, tapi menarik juga","netral"
"Beberapa petugas terlihat aktif di medsos, mungkin bagus juga biar bisa komunikasi langsung sama warga","netral"
"Kemarin sempat ikut acara 'Polisi Sahabat Anak'. Seru, tapi saya datang sebagai guru pendamping aja","netral"
"Sempat lihat ada polisi mediasi perselisihan antar warga di pos RW. Nggak tahu hasilnya gimana","netral"
"Tadi siang lihat ada polisi berdiri di depan sekolah, mungkin lagi jaga anak-anak pulang","netral"
"Ada himbauan dari polisi soal helm ganda, ya udah saya ikutin aja","netral"
"Waktu demo kemarin, polisi berjaga di depan gedung pemerintah. Nggak tahu ada kerusuhan atau tidak","netral"
"Kemarin motor saya mogok, ada polisi lewat tapi dia cuma nanya keadaan dan lanjut jalan","netral"
"Ada acara jalan sehat di kota saya, polisi bantu tutup jalan. Ya standar lah","netral"
"Setiap pagi ada polisi yang bantu nyebrang di dekat pasar, udah rutin kayaknya","netral"
"Dengar ada program polisi masuk desa, belum tahu isinya apa tapi kedengarannya bagus","netral"
"Waktu pergi malam minggu, sempat lihat polisi sweeping knalpot brong. Nggak kena sih, motor saya standar","netral"
"Kalau mau lapor kehilangan katanya harus bawa KTP dan surat keterangan. Cukup banyak syarat ya","netral"
"Ada akun Instagram Polres daerah sini yang sering update kegiatan. Kadang saya lihat, kadang lewat aja","netral"
"Baru tahu ternyata bisa lapor lewat aplikasi. Saya belum pernah pakai","netral"
"Beberapa polisi masih terlihat jaga di pos PAM meski acara udah selesai. Mungkin shift-nya lama","netral"
"Temen saya baru ngurus SIM, katanya gampang kalau ikut semua prosedur. Tapi tetap makan waktu","netral"
"Di tempat saya tiap malam minggu ada razia, kayak udah jadi kebiasaan aja","netral"
"Pas mudik kemarin, lihat polisi tidur di pinggir pos pantau. Mungkin kecapekan","netral"
"Sering baca berita polisi salah tangkap, tapi nggak pernah ada permintaan maaf resmi. Seolah biasa aja","negatif"
"Banyak akun resmi Polri di media sosial cuma pamer seremonial. Jarang respon keluhan masyarakat","negatif"
"Pernah ikut demo damai, tapi tetap dipukul. Polisi seharusnya jadi penjaga, bukan pemukul","negatif"
"Waktu bawa anak sakit ke UGD, sempat kena tahan polisi karena dikira ngebut. Padahal darurat","negatif"
"Kalau ada pelaporan dari warga kecil, kayaknya nggak dianggap penting. Harus viral dulu baru ditindak","negatif"
"Beberapa kali lihat polisi berhentiin motor cuma karena plat luar kota. Kesan pilih kasih banget","negatif"
"Pelayanan di SPKT lambat dan banyak duduk-duduk aja. Baru ditangani kalau kita desak terus","negatif"
"Waktu nanya prosedur pengaduan, malah dilempar ke sana-sini. Nggak ada yang benar-benar bantu","negatif"
"Polisi harusnya bantu cegah narkoba, tapi kadang malah ada oknum yang main belakang","negatif"
"Ada laporan anak hilang, polisi malah bilang ‘tunggu 24 jam dulu’. Padahal tiap detik penting","negatif"
"Waktu saya ditabrak, malah disuruh damai. Padahal jelas saya yang dirugikan","negatif"
"Saya lihat pengendara yang jelas-jelas salah, tapi kalau negosiasi dikit langsung dilepas. Nggak adil","negatif"
"Pernah dipalak oknum polisi di jalan tol karena muatan dianggap berlebih. Padahal masih standar","negatif"
"Sudah laporan kehilangan kendaraan, tapi katanya 'jangan terlalu berharap'. Jadi buat apa laporan?","negatif"
"Beberapa polisi seperti ogah-ogahan kalau yang lapor warga biasa. Kalau wartawan atau pejabat baru sigap","negatif"
"Kalau lihat cara polisi tangani pendemo mahasiswa, sering berlebihan. Terlalu represif","negatif"
"Ada isu perjudian online di wilayah saya, tapi seolah-olah dibiarkan aja. Kayak tutup mata","negatif"
"Saya pernah alami intimidasi waktu nggak mau bayar 'uang damai'. Polisi malah marah","negatif"
"Di beberapa daerah, laporan masyarakat tentang premanisme sering nggak ditindak. Mungkin karena sudah biasa","negatif"
"Ada anggota polisi viral karena arogansi, tapi selesai cuma dengan minta maaf. Nggak ada sanksi nyata","negatif"
"SIM saya ditahan tanpa alasan yang jelas, disuruh bayar di tempat biar cepat","negatif"
"Ada insiden kecelakaan, polisi baru datang setelah warga berkerumun dan macet parah","negatif"
"Kalau ada konflik tanah, polisi sering dianggap berat sebelah karena pengaruh pemodal","negatif"
"Waktu ingin lapor pelecehan, ditanya-tanya yang nggak perlu. Bikin korban nggak nyaman","negatif"
"Penindakan pelanggaran lalu lintas terasa kayak ajang cari setoran, bukan mendidik","negatif"
"Ada kecelakaan di depan mata saya, polisi malah sibuk main HP dan nggak langsung turun tangan","negatif"
"Sudah dua minggu laporan pencurian saya nggak ada kabar. Kalau nggak ditanya, ya didiemin","negatif"
"Saya lihat polisi lebih aktif pas ada kamera media. Selebihnya nggak terlalu kelihatan kerja","negatif"
"Polisi sering lewat di jalan rawan macet, tapi cuma lihat-lihat tanpa atur lalu lintas","negatif"
"Banyak konten polisi di media sosial yang cuma pamer kegiatan seremonial, bukan hal yang menyentuh masalah nyata","negatif"
"Beberapa kali lihat polisi sigap atur lalu lintas saat jam pulang kerja. Salut buat yang tetap semangat walau macet","positif"
"Waktu ada banjir, polisi ikut bantu evakuasi warga tanpa banyak bicara. Langsung turun ke lapangan","positif"
"Anak saya pernah hilang di pusat perbelanjaan. Polisi datang cepat dan bantu sampai ketemu","positif"
"Program polisi masuk sekolah itu bagus. Anak-anak jadi lebih kenal dan nggak takut sama polisi","positif"
"Ada kejadian tabrakan kecil, polisi bantu mediasi dengan tenang sampai dua belah pihak sepakat","positif"
"Saya pernah lihat polisi bantu dorong mobil mogok di tengah hujan. Nggak banyak omong, langsung bantu","positif"
"Penertiban kendaraan balap liar di daerah saya bikin suasana malam jadi lebih tenang. Terima kasih","positif"
"Pembuatan SKCK di Polres sangat cepat dan teratur. Pelayanannya jelas, petugasnya ramah","positif"
"Waktu mudik Lebaran, polisi berjaga di pos pantau sepanjang jalan. Bikin perjalanan lebih aman","positif"
"Saya apresiasi petugas Polantas yang sabar mengatur lalu lintas saat demo besar. Tetap tenang dan humanis","positif"
"Polisi jaga kondusifitas waktu pemilu berjalan cukup baik. Tidak memihak dan profesional","positif"
"Ada polisi yang rutin sambangi warga untuk diskusi keamanan. Pendekatannya bagus dan terbuka","positif"
"Saya pernah kesasar malam hari, polisi patroli bantu kasih petunjuk jalan dan pastikan saya aman sampai tujuan","positif"
"Penanganan pencurian motor di kompleks kami cukup cepat. Pelaku berhasil tertangkap beberapa hari setelah dilapor","positif"
"Polisi tanggap bantu ibu yang pingsan di halte bus. Respons cepat dan empatinya nyata","positif"
"Saya kehilangan dompet di jalan, dan ternyata ditemukan serta dikembalikan oleh anggota polisi. Salut atas kejujurannya","positif"
"Saat ban motor saya pecah malam hari, polisi yang patroli langsung berhenti dan bantu saya ganti ban","positif"
"Anak saya ketemu polisi di acara Car Free Day, diajak ngobrol dan dikasih edukasi soal lalu lintas. Jadi lebih suka sama polisi sekarang","positif"
"Ada acara besar di kota saya, polisi atur pengamanan dengan baik. Lalu lintas tetap lancar dan suasana kondusif","positif"
"Saya pernah dipandu polisi dari kantor ke rumah sakit waktu bawa ayah saya yang sakit. Mereka sangat membantu","positif"
"Polsek di lingkungan saya sering ajak warga kumpul bahas keamanan. Pendekatan seperti ini bikin warga merasa didengar","positif"
"Program 'Jumat Curhat' diadakan di balai desa. Polisi dengerin keluhan warga satu per satu. Sangat positif","positif"
"Saya lihat sendiri anggota polisi menenangkan ibu-ibu yang panik karena anaknya hilang di pasar. Sangat sabar dan sigap","positif"
"Di desa saya, polisi rutin keliling malam hari. Sejak itu maling dan kenakalan remaja jauh berkurang","positif"
"Waktu ada longsor di daerah kami, polisi datang bantu warga bersihkan puing tanpa nunggu komando","positif"
"Ada polisi yang jadi pembina upacara di sekolah anak saya. Isinya edukatif dan menyenangkan, bukan menakut-nakuti","positif"
"SIM saya hampir habis masa berlaku, dan petugas di Samsat memberi info dengan ramah dan jelas. Pelayanannya bagus","positif"
"Saya pernah kehilangan kendaraan, dan meski prosesnya panjang, polisi tetap komunikasi dan akhirnya motor saya ketemu","positif"
"Waktu Ramadan kemarin, polisi turun bantu atur lalu lintas pas menjelang buka puasa. Bikin lalu lintas tetap lancar","positif"
"Patroli malam di area kost saya sering dilakukan. Kami merasa lebih aman, apalagi untuk para penghuni perempuan","positif"
"Polisi pernah datang ke kosan buat verifikasi laporan kehilangan. Ya biasa aja sih, nggak terlalu banyak tanya","netral"
"Lihat polisi bantu dorong mobil mogok di tengah lampu merah. Ya membantu, tapi udah kewajiban juga","netral"
"Lalu lintas di kota saya tetap macet meski ada polisi. Mungkin memang volume kendaraan tinggi","netral"
"Kalau ada kecelakaan, biasanya polisi datang paling cepat kedua setelah warga. Baru mereka atur lalu lintas","netral"
"Sering dengar nama Kapolri di berita, tapi nggak terlalu ikutin perkembangan kebijakan mereka","netral"
"Polisi sering lewat depan rumah malam-malam, mungkin lagi patroli rutin","netral"
"Ada pos polisi baru di dekat taman kota, baru tahu setelah lewat beberapa kali","netral"
"Saya lihat ada polisi yang bantu arahkan kendaraan saat hujan deras. Ya wajar aja sih, tugasnya begitu","netral"
"Waktu antri SIM, polisi yang jaga cuma kasih arahan singkat. Nggak ramah, tapi juga nggak kasar","netral"
"Polisi dateng pas ada warga ribut, cuma mediasi sebentar lalu pergi. Entah selesai atau nggak masalahnya","netral"
"Ada mobil patroli berhenti lama di dekat warung, saya kira ada apa, tapi ternyata cuma istirahat","netral"
"Saya datang ke kantor polisi buat urus kehilangan HP. Prosesnya jelas, tapi agak lama","netral"
"Beberapa polisi terlihat bantu di pos vaksinasi, kerja bareng dengan nakes. Oke juga sih","netral"
"Di daerah saya, polisi sering keliling naik motor sambil nyalain sirene kecil. Mungkin buat jaga-jaga aja","netral"
"Kalau lewat jalan tol, sering lihat mobil Patwal jalan di depan rombongan pejabat. Udah biasa","netral"
"Sempat lihat video polisi latihan baris-berbaris di halaman Polsek. Menarik, tapi bukan hal luar biasa","netral"
"Anak saya pernah ikut lomba mewarnai yang diadakan Polres. Cuma temani aja, saya nggak terlalu perhatikan acaranya","netral"
"Pas perjalanan malam, sempat diberhentikan polisi untuk pengecekan. Semuanya aman, mereka juga nggak lama","netral"
"Tiap malam tahun baru atau 17-an, polisi pasti jaga. Udah jadi rutinitas tahunan kayaknya","netral"
"Saya lihat postingan tentang pelatihan polisi untuk tangani kejahatan siber. Menarik, tapi nggak tahu implementasinya","netral"
"Ada razia helm di jalan protokol. Saya lewat aja karena udah pakai lengkap","netral"
"Tiap Senin pagi di sekolah anak saya ada upacara yang dihadiri polisi. Cuma kasih sambutan singkat","netral"
"Kemarin lihat polisi ikut gotong royong bersih lingkungan. Nggak tahu inisiatif sendiri atau undangan warga","netral"
"Waktu SIM saya hilang, disuruh buat baru. Prosesnya biasa aja, sesuai prosedur","netral"
"Pernah tanya info di kantor polisi soal tilang elektronik. Dijawab singkat, tapi cukup jelas","netral"
"Saya sempat ikut pelatihan lalu lintas di kampus bareng Satlantas. Informasinya berguna, tapi acaranya formal banget","netral"
"Ada himbauan dari polisi lewat toa keliling waktu musim hujan. Isi pesannya standar, soal waspada banjir","netral"
"Beberapa polisi suka jaga di acara nikahan warga kalau undangannya ramai. Biasa untuk bantu pengamanan","netral"
"Dapat surat tilang lewat pos karena E-TLE. Prosesnya saya ikutin, ya sesuai prosedur aja","netral"
"Lihat polisi atur lalu lintas waktu hujan deras. Mereka tetap berdiri, ya memang tugasnya","netral"
"Ada polisi yang bantu nyebrangin anak-anak sekolah setiap pagi. Sangat perhatian dan konsisten","positif"
"Saat listrik padam di daerah kami, polisi langsung patroli keliling untuk jaga keamanan. Responsif sekali","positif"
"Pengalaman saya urus laporan kehilangan sangat cepat dan mudah. Petugasnya profesional dan membantu","positif"
"Program edukasi anti-narkoba di sekolah sangat membantu anak-anak memahami bahaya narkoba dari usia dini","positif"
"Saya salut dengan polisi yang ikut bersih-bersih lingkungan bareng warga waktu got mampet. Merakyat banget","positif"
"Polisi di tempat wisata sabar banget ngatur pengunjung dan lalu lintas. Walau ramai tetap senyum dan sigap","positif"
"Waktu ada motor saya dicuri, saya dibantu proses pelaporan dengan baik dan tidak dipersulit","positif"
"Kegiatan Jumat Berkah dari polisi di kota saya sangat menyentuh. Mereka bagi makanan ke masyarakat yang membutuhkan","positif"
"Saya pernah lihat polisi turun langsung bantu warga korban kebakaran. Bukan hanya jaga, tapi ikut angkat-angkat barang juga","positif"
"Saat ada tawuran pelajar, polisi datang cepat dan bisa menenangkan situasi tanpa kekerasan","positif"
"Polisi lalu lintas sangat membantu waktu ada kecelakaan di depan kantor saya. Mereka sigap bantu korban dan atur arus kendaraan","positif"
"Anak saya sempat trauma lihat kecelakaan, tapi polisi yang menangani sangat sabar menjelaskan dan menenangkan anak saya","positif"
"Saya pernah dibantu polisi waktu banjir, mereka bantu evakuasi nenek saya yang sudah lansia","positif"
"Program patroli sahur saat Ramadan sangat positif. Bikin lingkungan jadi lebih aman dan semarak","positif"
"Di medsos, beberapa akun resmi Polri aktif menanggapi keluhan warga dengan cepat dan ramah. Salut","positif"
"Polisi goblokk!!","negatif"
"Proses pelaporan di kantor polisi terlalu lama dan berbelit-belit. Padahal kasusnya sederhana","negatif"
"Pernah lihat polisi malah asyik main HP saat jaga di perempatan jalan. Nggak profesional","negatif"
"Saya ditilang karena lupa bawa STNK, tapi disuruh bayar di tempat. Harusnya bisa lebih transparan dong","negatif"
"Pelayanan kurang ramah. Baru tanya arah saja sudah dibentak","negatif"
"Ada kasus pencurian di kampung saya, sudah dilapor tapi nggak ditindaklanjuti sampai sekarang","negatif"
"Kadang razia terkesan pilih-pilih kendaraan. Yang bagus lewat, yang butut diberhentiin","negatif"
"Ada polisi yang suka mondar-mandir di wilayah saya tapi nggak pernah tegur pelanggar lalu lintas. Cuma lewat aja","negatif"
"Penanganan kasus sering lambat kecuali kalau viral. Terasa ada standar ganda","negatif"
"Masih ada pungli waktu ngurus surat kehilangan. Katanya ‘uang rokok’","negatif"
"Polisi di daerah saya jarang patroli malam, padahal rawan begal","negatif"
"Dulu pernah lapor soal KDRT tetangga, tapi polisi minta damai aja tanpa proses hukum","negatif"
"Kalau warga biasa melanggar, langsung ditindak. Tapi kalau pejabat, bisa ‘damai’","negatif"
"Sering lihat video di medsos soal tindakan represif saat unjuk rasa. Kurang humanis","negatif"
"Saya ngerasa takut duluan kalau lihat polisi, padahal saya nggak salah. Harusnya bikin nyaman, bukan takut","negatif"
"Saya pernah terlibat kecelakaan ringan, polisi datang dengan cepat, membantu mediasi, dan menyarankan solusi yang adil","positif"
"Setiap kali ada kegiatan besar seperti pasar malam atau konser, polisi selalu hadir untuk memastikan keamanan. Sangat menjaga kenyamanan masyarakat","positif"
"Program polisi peduli lingkungan yang rutin dilakukan di desa kami sangat membantu, mengingatkan warga untuk menjaga kebersihan","positif"
"Saya lihat polisi di jalan raya memberi bantuan pada pengendara motor yang mogok. Mereka tidak hanya menegakkan aturan, tapi juga peduli","positif"
"Pelayanan SIM di Polres saya sangat baik, prosesnya cepat dan tidak berbelit-belit. Semua jelas dan petugasnya ramah","positif"
"Di daerah saya, polisi sering mengadakan acara olahraga bareng masyarakat. Ini membuat mereka lebih dekat dengan warga","positif"
